DATES;OR FP Equity;DG FP Equity;URW NA Equity;FP FP Equity;DSY FP Equity;AI FP Equity;CS FP Equity;BNP FP Equity;BN FP Equity;CAP FP Equity;CA FP Equity;SGO FP Equity;VIV FP Equity;EL FP Equity;MC FP Equity;ML FP Equity;KER FP Equity;UG FP Equity;PUB FP Equity;RNO FP Equity;SAF FP Equity;HO FP Equity;TEP FP Equity;RMS FP Equity;ENGI FP Equity;ORA FP Equity;MT NA Equity;EN FP Equity;ALO FP Equity;VIE FP Equity;SAN FP Equity;GLE FP Equity;SU FP Equity;AIR FP Equity;LR FP Equity;ACA FP Equity;ATO FP Equity;RI FP Equity;STM FP Equity;WLN FP Equity
01/01/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
02/01/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
03/01/2011;85,5;41,72;150,4;40,59;28,36;63,90519617;12,83;49,335;47,93;35,895;27,9981749;39,98;20,1047985;48,48;112,0675775;54,97;110,945729;21,20013527;39,5;44,08;27,415;26,785;25,45;157,3;27,3;15,9;63,96198846;32,94;36,48;22,355;49,39;41,84;58,225;17,785;31,275;9,839;30,65165902;71,13;8,081;#N/A
04/01/2011;85,04;41,425;149,25;41,13;28,555;63,7322277;13,075;50;47,475;35,725;28,37381344;39,485;20,1822177;48,965;109,5441419;54,28;109,3902012;21,64045133;39,6;44,94;27,75;26,695;25,39;158,65;27,595;15,945;62,24044426;32,64;36,925;22,36;49,69;43,1;58,8;17,93;31,395;10,055;30,20929512;69,9;8,096;#N/A
05/01/2011;84,66;40,875;147,45;41,29;28,345;63,20001703;13,24;50,15;46,755;35,93;28,0855327;39,05;20,0031858;48,75;107,9669946;54,75;108,6124374;21,91113742;38,35;45,45;27,4;26,6;25,1;158,05;27,575;15,98;61,35760107;32,895;36,705;22,1;49,84;42,735;57,775;18,39;31,01;10,1;30,45127195;68,9;8,287;#N/A
06/01/2011;84,57;40,385;146,25;41,55;28,445;62,06241673;13,5;49,835;46,44;35,125;28,41312445;38,185;20,1096372;48,395;109,8595713;53,55;107,8804243;22,37310837;38,61;46,82;27,735;26,515;25,74;155,05;27,515;16,125;60,81685963;32,76;36,54;22,235;50,28;42,14;57,15;19,08;31,195;9,9;30,47773817;68,74;8,406;#N/A
07/01/2011;83,7;39,995;143;41,22;28,515;61,43706919;13,205;48,715;46,17;35,3;28,32139876;38,05;19,8822183;48,4;107,5614425;53,56;106,3706474;22,74124146;38,47;47,25;28,2;26,535;25,62;160,6;27,215;15,935;60,0333363;32,625;35,78;22,21;49,75;40,88;57,575;19,15;31,005;9,68;29,81986366;69,87;8,377;#N/A
08/01/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
09/01/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
10/01/2011;82,6;39,64;139,65;40,69;28,32;60,52565842;12,755;47,32;45,935;34,525;28,00691068;37,61;19,5677028;48,275;107,2009517;53,1;105,226877;22,15655949;37,38;47,5;28;26,01;25,285;159,5;26,615;15,675;58,59871613;31,96;35;21,64;48,905;39,33;56,775;19,16;30,6;9,399;29,40018509;69,34;8,271;#N/A
11/01/2011;84,24;40,305;140,55;41,04;28,835;61,86283772;12,975;47,935;46,015;34,275;28,3039272;39,235;19,7999604;48,46;109,2737738;54,02;109,2529488;23,27900451;37,55;49,34;28,21;26,505;25,56;160;26,945;15,71;59,64709241;32,245;37,195;21,88;49,44;40,41;57,85;20,07;30,995;9,621;30,42480574;69,61;8,685;#N/A
12/01/2011;83,94;40,805;143,85;41,74;28,79;63,18671177;13,67;50,26;45,995;34,845;28,6970373;41;19,9547988;48,84;109,0935284;53,62;109,710457;23,22847644;37,32;48,5;27,38;26,31;25,455;158,95;27,705;15,945;61,32449445;32,865;37,945;22,53;51,25;43,27;57,75;20,495;30,55;10,18;30,82179898;70,72;8,911;#N/A
13/01/2011;83,27;41,205;144,15;42;28,7;63,06031173;14,3;51,69;45,69;35,72;29,1775052;41,89;19,9306053;48,94;107,110829;52,91;109,0241947;23,01553671;36,71;48,25;26,75;26,295;25,495;158,5;28,145;15,94;60,17679832;33,145;38,905;22,9;51,8;45,21;58,7;20,3;29,61;10,4;30,73861944;70,51;8,859;#N/A
14/01/2011;82,75;41,595;144,8;42,4;28,195;62,7742485;14,54;52,57;45,255;36,48;29,02462905;42,355;20,128992;48,74;105,2182523;53;108,6581882;23,32953258;36,67;48,715;27,37;26,08;25,52;155,15;28,425;15,825;59,81262551;33,245;39,4;22,825;51,2;45,19;58,325;20,75;30,57;10,375;30,67812523;70,26;8,72;#N/A
15/01/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
16/01/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/01/2011;83,25;41,075;143,45;42,155;27,735;62,40170103;14,5;52,32;45,625;37,045;28,91979969;42,065;20,1047985;48,66;105,1731909;53,66;107,3771653;23,85646819;37,03;48,7;27,36;26,355;25,255;155,05;28,44;15,775;59,53673701;32,88;39,475;23,095;51,1;44,96;57,725;20,8;30,395;10,41;30,39077774;71,5;8,722;#N/A
18/01/2011;83,91;41,715;143,25;42,5;27,905;62,72102743;14,75;53,24;45,1;37,11;28,6096795;42,4;20,7047973;48,465;106,6151541;54,64;107,9719259;23,80954927;38,06;48,435;27,48;26,66;25;156,8;28,98;15,765;59,68019903;34,665;40,64;23,4;50,91;45,945;58,25;21,45;30,615;10,575;30,54579415;71,47;9,165;#N/A
19/01/2011;84,16;41,25;142,2;42,2;27,59;62,5147958;14,27;53,02;44,72;36,895;28,34323821;41,49;20,661249;48,11;103,1003688;54,21;105,6843851;23,24291303;38;48,24;27,525;26,625;24,52;153,1;29,215;15,655;58,37800534;33,93;39,86;22,945;50,76;46,32;57,25;20,95;29,94;10,615;30,20551423;71,37;8,804;#N/A
20/01/2011;83,14;42;140,05;41,945;27,045;61,86283772;14,7;53,89;44,28;36,61;28,11610793;41,44;20,8644744;47,14;101,6584056;53,74;104,3118607;22,79537868;37,715;46,87;26,66;26,645;24,21;148,3;29,94;15,705;58,44421858;33,985;41,425;23,185;50,18;46,875;55;20,56;29,065;10,895;29,53251617;69,78;8,51;#N/A
21/01/2011;84,72;42,48;139,55;42,525;27,13;62,74763796;14,95;55,1;44,81;37,27;29,09451529;41,6;20,9709258;46,93;101,2077921;54,67;104,6778672;22,59326639;37,605;47,05;26,76;26,21;24,345;149;29,655;16,13;60,13265616;34,68;42,235;23,175;50,87;48,08;56,55;20,39;29,26;11,255;30,14880091;69,88;8,62;#N/A
22/01/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
23/01/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
24/01/2011;85,17;43,12;140,25;42,905;27,185;61,33727969;15,12;55,17;44,96;37,36;29,83705659;42,715;21,2322156;47,415;102,1090191;54,8;103,6713492;22,31175285;37,705;47,32;26,215;26,185;24,495;144,45;29,825;16,26;60,40854465;35;41,23;23,115;50,98;48,25;55,6;20,54;29,3;11,15;29,81608277;71,06;8,563;#N/A
25/01/2011;85,42;43,025;140,85;42,62;27,485;61,47033236;15,15;54,55;44,735;37,31;29,5269364;43,125;21,1209255;47,855;104,2269026;53,87;104,8151196;22,51747429;37,615;47,87;26,605;26,065;25,34;147,25;29,55;16,24;60,29818926;34,64;41,115;22,915;50,65;46,93;56,325;20,74;29,745;10,935;30,20173334;71,66;8,177;#N/A
26/01/2011;86,43;43;142,7;43;28,32;62,34182733;15,345;54,42;44,68;37,41;29,77153824;43,51;21,0676998;48,17;104,7225774;54,55;107,5144178;23,00470926;38,35;49,445;27,05;26,385;25,685;148,55;29,36;16,135;63,70627957;34,7;41,55;22,765;51,4;46,065;58,15;20,75;30,09;10,72;30,81801809;71,91;8,518;#N/A
27/01/2011;84,96;43,135;141;43,215;28,745;61,90940616;15,555;55,48;44,395;37,695;29,61866209;42,715;21,0241515;48,395;103,505921;53,68;105,1811262;23,05523734;38,54;49,425;27,13;27,155;25,895;148,95;29,24;16,155;63,86912199;34,57;42,07;22,835;51,17;47,505;58,225;21,585;30,16;10,965;30,5949457;71,3;8,925;#N/A
28/01/2011;83,97;42,5;139,5;42,325;28,815;60,75184795;15,39;55,08;43,945;36,88;29,67981255;42,005;20,516088;48,415;102,5596326;53,46;103,8543525;22,35506263;37,64;47,785;26,72;27,39;25,95;148,45;29,025;15,88;62,57801426;34,185;41;22,675;49,215;48,32;57,625;21,655;29,95;10,95;30,247104;70;8,842;#N/A
29/01/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
30/01/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
31/01/2011;84,8;42,285;139,4;42,715;28,68;60,69197425;15,46;54,6;43,99;36,805;31,26098873;42,32;20,2596369;48,825;102,7849394;53,17;106,8281555;22,09881312;37,59;47,785;26,4;27,145;26,325;147,4;28,975;15,955;61,90338139;34,01;40,765;22,83;49,875;47,23;56,95;21,05;29,415;10,79;30,7499621;69,63;8,839;#N/A
01/02/2011;86,63;42,415;141,25;44,08;29,05;62,27530099;15,645;56,59;44,85;37,27;31,51869424;42,575;20,32254;49,265;104,7676388;54,37;106,7824047;21,79925384;38,08;47,365;26,425;27,305;26,695;150,75;29,5;16,16;62,50822465;33,835;41,03;23,245;50,69;47,875;57,375;20,975;29,49;10,93;31,02596693;69,98;8,97;#N/A
02/02/2011;86,97;42,37;139,75;44;28,9;62,40170103;15,61;56,9;45,19;38,73;30,94213276;41,795;20,5596363;49,6;104,7225774;54,99;106,3248966;21,21457186;38,115;46;26,165;27,31;26,56;150,2;29,345;16,415;62,12438181;33,805;40,9;23,21;50,73;47,955;55,475;20,84;29,165;11,045;31,89935206;71,68;9,01;#N/A
03/02/2011;87,88;42,375;139,7;43,55;28,96;61,94266933;15,385;56,03;45;38,635;31,09500891;41,57;20,4531849;49,725;105,3534363;54,68;106,2333949;21,29397312;37,415;47,16;26,4;27,45;26,32;149,3;29,07;16,44;61,41485414;33,46;41,04;22,93;50;46,52;55,225;20,76;29,15;10,93;31,60444279;70,8;8,853;#N/A
04/02/2011;88,77;42,665;140,8;43,52;29,105;62,23538519;15,56;55,81;44,97;39,05;31,0993768;43,07;20,4580236;49,825;102,7849394;55,58;104,2661098;21,00524128;37,58;47,47;26,095;27,505;28;150;29,03;16,45;61,9964342;33,81;41,42;22,84;50,3;46,805;56,1;20,335;29,38;10,96;32,06193024;70,31;8,98;#N/A
05/02/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
06/02/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
07/02/2011;89,15;43,115;139,75;43,585;29,19;62,35513259;15,88;56,32;45,23;39,61;31,02512267;43,705;20,9757645;50;104,9028228;56,54;105,0896245;21,59714155;38,35;47,96;25,5;27,76;28,2;149,3;29,5;16,53;63,39222634;34,425;42,665;23,465;50,79;47,59;55,6;20,85;29,36;11,445;32,18291866;70,52;9,239;#N/A
08/02/2011;88,95;43,775;140,5;43,63;29,3;61,88944826;16,11;56,81;44,945;39,86;30,78488872;43,42;20,4580236;50,3;107,7867492;57,2;106,5078998;22,52108343;39,105;49,39;26,305;27,205;28,51;152,3;29,26;16,45;65,17186132;34,185;42,605;23,2;51,14;48,155;56,4;21,165;29,5;11,82;32,01655958;70,04;9,118;#N/A
09/02/2011;88,36;43,775;141,9;43;28,795;62,52144843;15,875;57,1;44,405;39,625;30,88535019;43,19;20,2886691;50,59;106,3898474;56,17;106,8739064;21,51774029;39,05;48,575;26,02;26,995;27,65;150,15;29,455;16,325;63,9738064;34,06;42,66;23,775;50,34;48,405;56,95;20,89;30,15;11,68;31,54394858;69,95;8,997;#N/A
10/02/2011;89,5;43,93;143,6;43,475;28,005;62,46822736;15,75;56,46;44,1;38,96;30,8809823;42,495;19,9306053;51,01;107,110829;57,08;108,20068;21,8714368;40,65;47,25;25,925;26,585;27,47;154;29,535;16,275;65,07880851;33,91;42,3;23,88;50,39;47,575;56,975;20,98;29,015;11,605;31,24525843;69,93;8,861;#N/A
11/02/2011;85,72;43,83;144,45;43,445;28,005;62,47488;15,645;56,72;43,585;39,595;30,90282175;43,315;20,0999598;50,9;107,6065038;59,18;107,697421;21,75594406;40,935;46,6;26,67;26,33;27,68;151,05;29,72;16,24;65,07880851;33,655;42,53;24,045;49,65;48,4;57,425;21,765;29,225;11,565;31,30197175;70,72;8,699;#N/A
12/02/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/02/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
14/02/2011;84,87;44,05;145,3;43,305;27,895;63,98502777;15,45;56,04;43,95;39,255;31,24351717;43,04;19,887057;51,21;107,6966265;59,04;107,1941621;21,43472989;40,96;45,95;26,465;27,53;27,675;149,55;29,64;16,16;65,0090189;33,705;42,6;23,96;49,93;47,8;57,775;21,73;29,625;11,475;31,44186461;69,49;8,814;#N/A
15/02/2011;86,11;43,955;145,4;43,465;27,77;63,61913294;15,585;57,29;45,415;38,985;31,22604561;42,57;19,9693149;51,85;106,3898474;60,34;105,95889;21,67654281;40,505;45,665;25,925;27,475;27,45;146,65;29,55;16,13;64,43907044;33,65;41,89;24,015;49,8;48,865;57,475;21,84;29,25;11,66;31,27172465;70,21;9,067;#N/A
16/02/2011;85,59;43,99;145,3;43,41;27,895;62,66780636;15,925;58,97;45,505;39,85;31,28719607;42,435;20,1386694;51,41;105,3534363;61,18;103,7628509;21,53578603;41,015;45,82;26,225;27,58;27,39;148,3;29,725;16,315;64,68333407;33,7;43;24,025;51,55;51,24;57,525;22,24;29,3;12,215;31,27928642;70,63;9,258;#N/A
17/02/2011;85,52;43,965;144,55;43,5;28,145;62,6345432;15,4;58,77;45,565;42,89;31,04696212;41,865;20,1628629;51,65;105,8491112;60,28;106,0046408;21,49608541;40,83;45,37;25,68;27,42;27,585;145,65;29,855;16,19;64,59028126;33,5;43,025;24,26;51,36;52,04;58,975;21,77;29,305;12,17;32,19804221;67,61;9,49;#N/A
18/02/2011;85,87;44,615;144,35;43,605;28,175;63,40624867;15,52;58,24;45,835;42,745;31,45317589;42,75;20,1483468;51,66;104,7676388;59,6;105,7758868;21,38781097;41,025;44,99;25,255;27,55;27,56;146,3;29,7;16,45;63,985438;33,89;44,33;24,19;50,87;51,93;59,575;21,65;29,84;12,21;31,7897063;67,01;9,44;#N/A
19/02/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
20/02/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
21/02/2011;84,71;43,74;143,3;43,05;27,855;62,64119583;14,965;57,15;45,66;41,785;31,26535662;42,17;19,9644762;51,59;103,9114731;59,33;104,3576115;20,82478388;41,12;44,89;25,58;27,35;27,205;146,95;29,345;16,355;62,53148785;33,295;44,23;23,855;50,31;50,34;58,2;21,17;29,5;11,97;31,03730959;67,35;9,337;#N/A
22/02/2011;83,42;42,72;142,15;42,985;27,575;61,82957456;14,845;55,56;45,22;42,07;31,21294194;41,285;19,5870576;52,11;103,641105;59,22;104,3118607;20,85004792;41,18;44,885;25,245;27,005;26,79;145,5;28,8;16,22;61,46138055;33,465;43,335;23,7;49,205;49,26;57,675;21,05;29,565;11,63;30,92010206;66,76;9,201;#N/A
23/02/2011;83,06;42,09;141;43;27,38;60,73854269;14,825;55,03;44,785;41,37;30,4878722;40,635;19,6402833;51,9;102,2892645;58,3;102,2073231;20,31589402;40,25;43,255;24,9;26,595;26,7;145,05;28,345;16,195;60,36801004;33,175;42,72;23,17;49,115;49,13;56,75;20,85;29,185;11,775;30,39833952;65,89;9,035;#N/A
24/02/2011;83,07;42,36;141,95;43,655;27,505;61,12439542;14,745;54,65;44,75;41,65;30,2694777;40,775;19,499961;51,52;100,2164424;57,43;101,1093035;20,25092935;39,745;42,1;25,105;26,64;26,54;147,7;28,805;15,96;60,34474683;32,78;42,525;23,31;49,31;48,57;57,25;20,77;28,9;12,39;29,88791964;66,23;9,041;#N/A
25/02/2011;84,4;42,955;144,9;43,78;27,89;61,63664819;15,04;55,91;45,285;42,135;31,04696212;43,025;19,8725409;51,82;102,9201234;58,61;101,6125625;20,83200218;41,09;42,95;25,105;27,43;27,13;151;29,065;16,015;61,11243251;33,1;42,92;23,63;49,715;49,54;58,675;20,66;29,5;12,655;31,20744955;66,77;9,2;#N/A
26/02/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
27/02/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28/02/2011;84,24;43,62;145,7;44,41;27,745;62,40835366;15,22;56,58;45,43;42,34;31,08190524;43,325;19,9935084;51,75;102,9651848;59;100,6517954;20,94388576;41,335;44,415;25,78;27,45;27,52;157,75;29,375;16,03;61,93827619;33,505;43,215;23,83;50;50,95;59,95;20,96;30,395;12,72;31,71786943;66,81;9,306;#N/A
01/03/2011;83,6;43,11;145,6;43,465;28,06;62,05576409;15,035;55,12;45,595;41,61;30,54902266;42,825;19,7322186;52,65;103,9114731;58,52;101,5210609;20,60101671;41,16;43,425;26;27,575;27,46;155,05;28,75;15,885;61,34506453;33,2;42,36;23,5;50,58;49,185;60,05;20,65;30,285;12,385;31,57797658;67,65;9,267;#N/A
02/03/2011;83,54;43,605;145,3;43,36;27,905;61,79631139;14,705;54,33;45,005;41,665;29,35658869;42,85;19,3935096;51,08;101,9738351;57,87;100,8347986;20,80312899;40,965;42,75;25,45;27,02;26,8;152,95;28,21;15,87;61,18222212;34,21;41,445;23,01;51,07;48,53;59,075;20,32;30,305;12,15;31,4456455;67,48;9,414;#N/A
03/03/2011;82,97;44,275;147,5;43,84;27,99;62,50814316;14,945;54,17;45,23;41,81;29,47015383;43,33;19,3354452;51,79;101,7935897;58,84;100,6517954;20,83922047;40,44;42,965;25,66;27,275;26,87;151,35;28,59;15,705;61,75217058;34,275;41,725;23;51,46;48,795;61;19,78;30,29;12,115;31,98631248;67,28;9,301;#N/A
04/03/2011;82,68;43,565;148,15;43,96;27,975;62,56136423;15,01;53,21;44,87;41,315;28,18162628;42,365;19,2435099;51,94;100,5318719;57,64;100,7890478;20,34837635;39,925;42,165;25,455;27,32;26,44;152;27,925;15,7;60,86816889;33,98;41,565;22,145;51,1;47,515;59,875;19,695;28,7;11,99;31,54772947;66,75;9,322;#N/A
05/03/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
06/03/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
07/03/2011;81,84;43,645;147,75;43,7;27,9;61,95597459;14,845;52,23;44,515;42,025;28,18162628;41,89;19,258026;51,53;101,7935897;57,74;101,1550543;20,43138675;40,025;41,565;25,415;27,27;26,455;153,9;27,57;15,535;59,83295638;34,225;41,585;22,18;50,48;46,55;59,05;19,3;28,75;11,78;32,31524974;65,78;9,449;#N/A
08/03/2011;82,7;43,705;148,15;43,65;28,09;62,45492209;15,225;53,2;44,58;41,8;28,28645564;42,19;19,3451226;51,53;103,0102461;59,44;100,1027856;20,75260092;39,77;42,25;25,78;27,3;27,11;154,9;27,555;15,68;59,64685076;34,605;41,575;22,365;50,55;47,25;58,425;19,84;28,65;11,99;31,91447561;66,88;9,691;#N/A
09/03/2011;82,47;43,625;148,35;43,1;27,91;62,70106953;15,11;52,7;44,505;40,635;28,15978683;41,91;19,4225418;52,32;103,5960437;60,63;99,69102823;21,11351572;39,555;42,78;26,1;27,985;26,9;153,6;27,43;15,605;58,62326986;34,31;40,925;22,42;50,28;46,38;58,4;20,06;28,49;11,69;31,89557117;66,91;9,477;#N/A
10/03/2011;82,3;43,27;147,6;42,605;27,91;61,98923776;14,915;52,6;44,75;40,83;28,23404096;41,39;19,4854449;52,26;101,9287737;59,49;99,27927089;20,28702083;39,265;41,48;25,545;27,84;26,555;155;27,29;15,575;57,49500455;33,98;39,805;22,16;50,67;45,975;57,575;19,785;28,39;11,665;31,36624685;66,2;9,117;#N/A
11/03/2011;81,64;43,035;147,3;42,255;27,5;61,00464802;14,61;53,14;44,27;40,6;27,94576022;40,32;19,1031876;51,99;99,13497;59,3;99,27927089;20,09573599;38,34;40,75;25,24;27,545;25,73;153,05;27,24;15,47;57,90211059;33,55;39,15;21,685;49,39;46,75;57,225;19,655;28,155;11,66;30,87095052;65,38;9,05;#N/A
12/03/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/03/2011;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
